X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32
11.22%,133685,133664,"$6,625","$6,625",$950, 36 months,C,C4,Electrical General Corporation,3 years,RENT,57100,not verified,Oct-07,"The most credit card debt that I have incurred was last year when a serious medical issue struck me (actualy my young son who was 2 back then. Since I had a medical insurance with a high deductible I had some medical bills around $ 4000 to pay in short time and I resorted to credit cards, at that time I did not have more than 4000 debt, so that is how I pilled up on my credit card debts, and ever since I can not recover due to high interest rates and finance charges to a couple of them, Merrick 27.70%, with around $1900 owed, Chase  19.74% $2181 owed, Bank Of America 13.74% and $4113 , Sears 22.58% with $ 2000 owed.I had a few credit cards because I was at the begining of  building my credit history. I am still paying my bills on time but it is very hard to keep up due to finance charges and interests added up.I would like to pay all of these debts at one time and then cancel out Merrick, Chase and Sears, and only keep one credit card, meantime pay only one loan,one interest.  As for my medical insurance  I have a very good one now with my employer.  On the other hand I would like to buy a house, but before that I would like to wipe out most of these debts in a reasonable time and manner, I want to be only commited to the mortgage alone. I have a good job I am a foreman Electrician and make decent money but since I was the only income for my wife and 2 kids, last year I had some Work  visas Expenses on te top of the medical Bills. Now my wife she works part time and I am intending to take a second job just so we wipe out any considerable debt before we buy a house.",debt_consolidation,Credit Cards,201xx,VA,13.77,0,Oct-01,0,0,0,10,0,11490,95.70%,11,f
13.12%,134436,134417,"$2,525","$2,525","$1,000", 36 months,D,D5,NeboNet,< 1 year,MORTGAGE,40000,not verified,Oct-07,"Got your attention, didn't I?!?  Cliff notes version:  I need to landscape my yard, pour concrete, and add a large storage building.  I can afford monthly payments but don't have the capital needed to pay the lump sums for the work.  The idea of private individuals as opposed to large financial institutions profiting appeals to me.  It obviously does to you too.  Thanks for your consideration!",home_improvement,Pick me!  Pick me!  Pick me!,846xx,UT,20.67,1,May-93,3,23,0,13,0,17641,30.50%,24,f
11.22%,135201,135198,"$10,000","$10,000",$200, 36 months,C,C4,Roche,8 years,MORTGAGE,30000,not verified,Oct-07,"unsecured personal loan  to pay off some school loans, hospital bills and other expense.",other,personal,462xx,IN,20.4,0,Oct-98,3,0,0,5,0,0,0%,9,f
8.07%,135594,135591,"$5,275","$5,275","$1,250", 36 months,A,A4,The Point,1 year,MORTGAGE,55000,not verified,Oct-07,Camping  Membership,other,Travel Resorts of America,286xx,NC,12,0,Sep-83,1,0,0,13,0,12430,19.20%,32,f
10.91%,136226,136223,"$4,300","$4,300",$850, 36 months,C,C3,Bank of America,1 year,RENT,36000,not verified,Oct-07,i want to have one monthly payment instead of a bunch of different ones and i dont want to be in debt anymore ,debt_consolidation,pay off credit card debt,027xx,MA,9.87,0,Jun-03,0,0,0,8,0,12323,44%,16,f
10.28%,136316,136313,"$3,025","$3,025","$1,125", 36 months,C,C1,Kimpton Hotel Group,< 1 year,RENT,90000,not verified,Oct-07,"This loan will be utilized to payoff the remainder of our wedding / honeymoon expenses.  I am currently an Area Director of Sales & Marketing in San Francisco, CA.  Two years ago I accrued significant debt while traveling the world and generally being single.  Over the past year I have settled with my fiance, now wife, and have been in repayment mode since October 2006.  I have wisely consolidate most of my debt with my employers federal credit union and am making progress so we may purchase our first home in 2008.  My family assisted in the original financing of our wedding and I am requesting this loan so we may take the responsibility on our shoulders. I am financially stable with a solid employment record. ",wedding,Wedding Expenses / Debt Consolidation,701xx,LA,9.13,0,Sep-98,0,0,0,10,0,38624,97.80%,23,f
12.17%,136491,136485,"$5,000","$5,000","$1,575", 36 months,D,D2,,< 1 year,RENT,10000,not verified,Oct-07,"I am currently trying to accuire a loan which will allow me to purchase some marketing materials and supplies needed to set up my infrastructure of business. I am currently in the Trade business, and right now i am working to get my hands on some clothing materials and i need 5K to get myself started. I have a good credit history and sound plan of paying the loan back. So i consider myself a good candidate for this. ",small_business,Need Loan for Business Startup,210xx,MD,0,1,Aug-01,2,15,0,5,0,875,54.70%,8,f
,136634,136631,"$8,500","$8,500","$1,275", 36 months,D,D3,Clearview Mechanical Inc.,8 years,MORTGAGE,85000,not verified,Oct-07,To invest in materials and equipment to keep work flowing.,small_business,clearview mech. inc.,210xx,MD,6.38,4,Dec-87,3,15,0,7,0,1196,12%,16,f
14.38%,137042,136922,"$25,000","$5,650",$725, 36 months,E,E4,MSIP,2 years,MORTGAGE,480000,not verified,Oct-07,Looking for a 48 month loan for business.,small_business,Business loan,110xx,NY,2.4,1,Mar-00,3,12,0,9,0,26628,60.40%,18,f
,137106,137103,"$4,275","$4,275",$525, 36 months,C,C1,,< 1 year,OWN,31000,not verified,Oct-07,Camping Membership,other,Travel Resorts of America,295xx,SC,24.81,0,Nov-91,2,0,0,12,0,6752,24.60%,18,f
12.49%,137271,136588,"$2,100","$2,100","$1,100", 36 months,D,D3,Aramark and Domino's,< 1 year,RENT,12500,not verified,Oct-07,I need this loan for a few different reasons:  I need to fix the transmission on my car and the mechanic quoted me $700  I want to pay off the remainder of my credit card debt which stands at $450  I want to have money to apply to grad schools.  I recently graduated with my B.A. and I want to pursue my M.F.A.  Each grad school application is $150 and the GRE (Which I need to take) costs $100,debt_consolidation,Consolidation Loan,287xx,NC,14.4,0,Sep-03,1,0,0,3,0,458,91.60%,3,f
8.38%,137965,137952,"$8,000","$8,000","$3,475", 36 months,A,A5,LocaModa,< 1 year,RENT,105000,not verified,Oct-07," The last few months have seen me through cancer in the family, my car dying, a layoff, and a move to a new job. The net result has been more of a balance than I like to carry on my cards.  I'm a computer scientist with a degree from MIT and a 6-figure income...paying bills has never been an issue.  I would simply like to get a better rate to pay these cards off.  Thanks!",credit_card,"Racked up the cards, making them go away",100xx,NY,9.71,0,Feb-98,0,0,0,7,0,16786,44.70%,12,f
9.01%,138557,138075,"$8,275","$8,275",$625, 36 months,B,B2,SCE & G,10+ years,MORTGAGE,120000,not verified,Oct-07,Camping Membership,other,Travel Resorts of America TNC15,290xx,SC,12.16,0,Feb-81,0,76,0,10,0,7336,29.90%,20,f
9.33%,138568,138553,"$3,275","$3,275","$1,275", 36 months,B,B3,Hildebran Med Clinic,1 year,MORTGAGE,62000,not verified,Oct-07,Camping Membership,other,Travel Resorts of America TNC17,286xx,NC,3.83,0,Aug-97,1,0,0,10,0,7089,41.90%,25,f
8.07%,139057,139053,"$5,500","$5,500","$1,550", 36 months,A,A4,A F L,6 years,RENT,54000,not verified,Oct-07,"Purpose of loan: This loan will be used to payoff an existing 401K savings plan loan so that I can start saving money to buy a home.  My financial situation: I've been employed with the same company for almost 7 years now.  I''ve always paid my bills on time and have paid off previous loan obligations which included 2 car loans and 2 school loans.  Monthly net income: $1,000   ",debt_consolidation,Pay Off My 401K Savings Plan Loan,296xx,SC,6.29,0,Oct-93,0,0,0,7,0,18388,68.90%,22,f
9.96%,139657,139245,"$1,200","$1,200",$301, 36 months,B,B5,The PrivateBank,1 year,OWN,32000,not verified,Oct-07,purpose to to pay off all credit cards,credit_card,Personal Loan DQ,662xx,KS,1.13,0,Jul-02,2,54,0,2,0,613,76.60%,7,f
12.49%,139790,139779,"$3,000","$3,000","$2,200", 36 months,D,D3,AvisBudget Group,< 1 year,RENT,29120,not verified,Oct-07,Personal loan to pay of balance owed to college to further my educational endeavors.,educational,Educational Pay Off,070xx,NJ,12.77,1,Sep-04,3,14,0,3,0,566,51.50%,5,f
12.80%,139968,139887,"$10,000","$10,000","$2,175", 36 months,D,D4,Northport Medical Center,2 years,RENT,36400,not verified,Oct-07,Looking to consolidate higher interest credit cards into one monthly payment.  Recently married and expecting first child in January. Hoping to be able to save money in order to start a college fund.,debt_consolidation,Consolidating loans with baby on the way,354xx,AL,18.92,0,Sep-01,1,41,0,9,0,9166,50.40%,20,f
,139980,139977,"$12,000","$5,000","$1,400", 36 months,C,C3,Staples,1 year,MORTGAGE,39000,not verified,Oct-07,I am seeking capital for investment purposes. I will be investing in a well diversified portfolio of high-yield securities as well as mutual funds. I will also hold some in cash instruments as a reserve for payments on my lending club loan.,other,buy low sell high,300xx,GA,11.78,0,May-94,0,62,76,6,1,5406,33.40%,14,f
9.96%,140036,140027,"$4,000","$1,000",$550, 36 months,B,B5,Schering-Plough Corp.,1 year,RENT,35000,not verified,Oct-07,I have a 3200 dollar tax that will need to be paid by April 2008. The 2500 dollar loan would greatly help me get ahead for this year going into next year 2008.,other,Tax Loan,070xx,NJ,5.83,0,Nov-01,2,0,0,7,0,1188,3%,7,f
9.96%,140452,140448,"$3,000","$3,000","$1,825", 36 months,B,B5,Sephora,1 year,OWN,18000,not verified,Oct-07,This Money would be used to pay college room and board.,educational,College Tuition,070xx,NJ,15.4,0,Dec-76,1,0,0,9,0,12003,40.40%,9,f
10.59%,140561,140555,"$2,225","$2,225",$225, 36 months,C,C2,Sanctuary,2 years,RENT,60000,not verified,Oct-07,"Hello:  Thank you for taking the time to read my request. I'm a recently engaged, hardworking professional in my mid-20's who is trying to start a new life with my partner, but several roadblocks have come up along the way.  I have always been a very honest, do-it-myself kind of person. Growing up in a lower middle class family, I worked and supported myself all throughout high school and college.   I currently work as a program director at a nonprofit organization that provides clinical, legal, and shelter services to domestic violence victims. It is a salaried position with full benefits (but the salary is at a typical nonprofit level). My partner is an artist/illustrator. We both work very hard and do not have a lavish lifestyle at all. We've tried to be frugal and save, but my partner recently had some legal, automobile, and medical costs to pay for which wiped out our savings.  My partner has sold the car, I have taken on a freelance job in addition to my full-time job, and now we are looking to move to a cheaper apartment as well as eventually get married. A loan of $10,000 would allow us to pay the last month's rent on the current apartment, pay for the security/first/last on a new, more affordable apartment, pay for moving expenses (we do not have much furniture or possessions), pay off my partner's legal and medical expenses, and maybe set aside some for our new life together.  I'm not proud to be requesting money from strangers because I've always tried to work my way through life and figure things out, but the situation has just become so tough and desperate with the fact I need to support my partner, and I would do anything for us to have a life together. Moving to a cheaper apartment and paying off the unexpected legal, automobile, and medical expenses will allow us to better manage our income and get back on our feet, and our top priority would be paying back this loan.  Also, I'm not quite sure how this process works as I've never done it before, but we currently live in New York but I was originally based in New Jersey, so that is why my location indicates New Jersey (we may also end up moving to New Jersey due to the more affordable rent).  Thank you for your time.",moving,Couple trying to start a new life,921xx,CA,8.14,0,Aug-94,1,0,0,9,0,20511,62%,9,f
9.64%,140687,139696,"$2,825","$2,825","$1,700", 36 months,B,B4,"BestWorks, LLC",3 years,MORTGAGE,70000,not verified,Oct-07,"Purpose of loan:  This loan will fund the expansion of my side consulting business.  I am a successful software engineer with 10 years experience, 5 in a big corporation, 5 as a consultant.  I have a full time consulting position but I run an additional side consulting business in a different market and therefore do not compete with my employer.  This loan will pay for lead generation and conversion, marketing materials, and escrow for subcontractors.  After many months of research and study I have determined the best ways to scale my side consulting business using less of my time and efforts.  I will expand through referral systems, passive income products such as information products and software components, and outsourcing development to qualified teams in India, Russia, etc.  My financial situation:  Don't be alarmed by my high revolving balances.  It is essentially a wash.  Whenever I receive a 0% introductory rate on a credit line, I take the money and write out-of-the-money uncovered puts at 30% equity in my brokerage account.  When the introductory rate is close to expiration, I pay the credit line back.  Unlike this loan, the good rates typically only last 6 months.  I have strong character and uphold all my obligations.  I have never missed a payment in my life. This includes the 18 month period when I had a parent near death with cancer surgeries, had my first child with my wife after being cheated out of health insurance ($50,000 loss there even though we're all perfectly healthy and had a perfect delivery), moved from one state to another, and sold two houses (I owned a rental property).  I am an outstanding investment and you can't go wrong here! ",small_business,Expansion of side consulting business,371xx,TN,18,0,Sep-97,2,0,0,11,0,55720,10%,41,f
8.07%,140900,140897,"$8,275","$8,275",$575, 36 months,A,A4,Sherwin Williams,9 years,MORTGAGE,49000,not verified,Oct-07,Camping Membership,other,Travel Resorts of America TNC23,281xx,NC,9.89,0,Oct-80,0,0,0,14,0,7744,17.10%,34,f
9.64%,141041,141022,"$5,275","$5,275",$875, 36 months,B,B4,Guilford County Schools,< 1 year,MORTGAGE,70000,not verified,Oct-07,Camping Membership,other,Travel Resorts of America TNC27,273xx,NC,17.57,0,Nov-92,1,0,0,12,0,51761,38%,37,f
,141676,141648,"$6,225","$6,225","$1,375", 36 months,C,C5,First Financial Trust,< 1 year,RENT,45000,not verified,Oct-07,"Greetings  I'm a 22 year old recent college graduate who spent recklessly while attending school. I currently live at home (no rent) and have a secure, full-time position at an investment firm outside Boston, MA.   I am currently making two separate payments on high-interest debts. The first is a consolidation from college which totals approximately $10,700 (I've been making consistent payments of $318/month). The second is a credit card with approximately $4,500 on it. Both of these debts are costing me 15%+ per annum. I'm consistent with my payments and am making enough where this payment will not be an issue.  My goal through the use of this site is to cut that % down as far as possible. I appreciate your interest in lending to me for this purpose.  On a side note, the web site has me listed as a First American Trust employee. I work for First Financial Trust. There was an error when filling out the application (the site auto-filled and wouldn't let me fix it after the fact).",credit_card,Credit Card / Loan Consolidation,017xx,MA,17.76,0,Sep-03,0,0,0,10,0,579,23.20%,15,f
13.12%,141774,141767,"$20,000","$4,800","$1,950", 36 months,D,D5,Legal Services of New Jersey,8 years,MORTGAGE,85000,not verified,Oct-07,I am currently on a mission to consolidate all of my debt.  I would like to turn credit card and other store credit cards into one monthly payment.  A Lending Club loan would have me on track in 3 years.  ,debt_consolidation,Getting it together,088xx,NJ,16.87,0,Dec-82,0,0,0,15,0,34776,54.30%,41,f
,142281,142269,"$7,000","$7,000",$550, 36 months,C,C1,Regence,2 years,RENT,55400,not verified,Oct-07,"This is my first time on LendingClub, and I'm interested in trying it out.",debt_consolidation,Finishing Off a Student Loan,981xx,WA,10.05,0,Aug-02,0,0,0,15,0,8047,33.80%,15,f
10.59%,142608,74724,"$5,000","$5,000","$2,350", 36 months,C,C2,BASE National,< 1 year,RENT,15000,not verified,Oct-07,"This loan will be put toward getting back into college.  I took some time off to make some money, and now I am headed back.  I work full time and have a steady income, however I need this lump sum of money to get the ball rolling.  Thank you for your consideration.",other,Education,041xx,ME,24.4,0,Jan-99,3,0,0,6,0,0,0%,6,f
11.54%,142618,139881,"$4,800","$4,800","$1,625", 36 months,C,C5,Bruno's Supermarkets,< 1 year,RENT,25000,not verified,Oct-07,"My wife and I are expecting in January and would like to consolidate our credit card debt into a more manageable payment with a lower interest rate.  Currently we have 2 cards with a 24.99% rate, and figuring the minimum payments on these cards, they will be paid off in 16 years!!!  So a 3 year turn-around is a much better deal, especially considering the savings on interest. All the money that we save by consolidating will be put towards our baby's future education.  Thank you.",debt_consolidation,Having a Baby and consolidating Debt,354xx,AL,18.19,1,Sep-00,0,9,0,5,0,409,81.80%,17,f
9.01%,142734,142718,"$25,000","$25,000","$1,725", 36 months,B,B2,Federal Way Public Schools,10+ years,MORTGAGE,57000,not verified,Nov-07,I currently own a portion of a web business that focuses on targeted advertising.  I am seeking funding to increase my ownership in this business.  The business was started six months ago and is thriving.  The business plan layed out for this is very solid and is controlled by collegues that have extensive technical backgrounds.  The other partners all have personal loans and are able to repay and contiually reinvest each month.  I am seeking this loan to set up my finances for the rest of my life.  Thank you for you consideration.,small_business,Help Fund My Home Web Business,980xx,WA,8.93,0,Apr-81,0,0,0,9,0,185,0.50%,18,f
9.96%,142790,142781,"$4,925","$4,925","$1,750", 36 months,B,B5,mardeck ltd,10+ years,MORTGAGE,84000,not verified,Oct-07,  credit cards : 30000,debt_consolidation,consolidating credit card debt,223xx,VA,4.84,0,Jun-90,2,0,0,13,0,48251,50.10%,28,f
10.28%,143102,143098,"$3,000","$3,000","$2,002", 36 months,C,C1,Whitney National Bank,< 1 year,RENT,38000,not verified,Oct-07,"I have requested to borrow $3,000 to help cover the cost of my expenses while transitioning from one job to the next. The current job will hold my last check due to a signing bonus that I received. I would like to go back to my former employer so the request is the amount that I make per month. With any job there is period when you have to wait for your first paycheck. I am doing this so that my financial obligations stay current.",other,Personal Loan,700xx,LA,19.93,0,Sep-00,0,59,0,23,0,772,96.50%,29,f
11.54%,143128,128262,"$8,000","$8,000","$1,370", 36 months,C,C5,verizon wireless,1 year,RENT,50000,not verified,Nov-07,Refinance High Interest Citifinancial Loan,debt_consolidation,Refinance High Interest Citifinancial ,038xx,NH,8.04,1,May-99,1,11,0,9,0,1019,4.50%,13,f
10.91%,143566,143201,"$12,375","$12,375",$275, 36 months,C,C3,Combat Sports International,3 years,MORTGAGE,46713,not verified,Nov-07,WE are a successful martial arts school that began business 3 years ago.  We started from the ground up using our own funds and grew from 15 students to over 300 students in 3 years.  We want to expand to a better and bigger location.  I will use the funds for working capital and help pay some expenses.,small_business,Working Capital,222xx,VA,16.39,0,May-92,2,38,0,11,0,8332,39.90%,28,f
7.75%,144579,144575,"$9,850","$9,850","$4,125", 36 months,,,Falcon Food Distributor,2 years,RENT,70000,not verified,Nov-07,I am going thru a divorce i need to get my car payoff asap. I lost the house to her and completely relie on my car to get to and from work. The interest rate on my car is a bit higher than the average due to the fact that her car and mine are on my credit.,other,car payoff,100xx,NY,9.09,0,Feb-91,1,0,0,12,0,1790,4.50%,22,f
12.80%,144635,144623,"$25,000","$25,000","$3,725", 36 months,D,D4,"MGTS, Inc",2 years,MORTGAGE,75000,not verified,Nov-07,This loan would be used to pay down credit card debt incurred over the last two years from starting and expanding our retail business.,debt_consolidation,Loan to consolidate credit card debt,341xx,FL,24.85,0,Jun-90,3,0,0,14,0,62739,74.70%,33,f
10.59%,146564,138910,"$8,275","$8,275","$2,300", 36 months,C,C2,white Oak Family Care Home,4 years,MORTGAGE,109000,not verified,Nov-07,Camping Membership,other,Travel Resorts of America TNC30,287xx,NC,24.01,0,Jan-95,2,60,0,6,0,29901,71.20%,19,f
11.86%,146641,146626,"$8,000","$8,000","$5,050", 36 months,D,D1,MACU,2 years,RENT,52000,not verified,Nov-07,Would like to put all my monthly bills on one monthly payment.,debt_consolidation,Consolidating debt,840xx,UT,11.31,0,Jul-03,1,0,0,6,0,5867,74.30%,7,f
9.64%,146671,146655,"$25,000","$25,000","$2,850", 36 months,B,B4,Republic Bank,< 1 year,MORTGAGE,78000,not verified,Nov-07,"I recently finished the basement in my home using a combination of cash on hand and a home equity line of credit.  I would like to use this loan to clear the home equity line (I prefer to not have a balance on this line as it is ""interest only"" and nice to have available for ""peace of mind"" in case of an emergency).    I prefer the 36 month term loan structure to pay down this expense and restore solid equity in my home. ",home_improvement,Home Basement Completion Expense,571xx,SD,0.8,0,Dec-01,1,0,0,8,0,10605,22.10%,27,f
10.91%,146844,146834,"$15,450","$15,450","$3,500", 36 months,C,C3,Levitz Furniture,7 years,RENT,120000,not verified,Nov-07,Looking to pay off various loans and just have 1 monthly payment,debt_consolidation,Debt consolidation,986xx,WA,16.97,0,May-81,3,0,0,27,0,57196,44.50%,39,f
9.01%,148473,148467,"$10,000","$10,000","$1,825", 36 months,B,B2,Foisi Broadcasting Network,< 1 year,MORTGAGE,275000,not verified,Nov-07,Loan to be used for Furniture ,home_improvement,"$10,000 Loan",117xx,NY,2.97,0,May-94,2,28,0,4,0,481,80.20%,17,f
8.38%,149575,149552,"$10,000","$10,000","$2,750", 36 months,A,A5,First Federal,< 1 year,RENT,30000,not verified,Nov-07,"I would like $10,000 to go towards paying tuition for grad school (MBA) and other related expenses.",educational,Pay for grad school,294xx,SC,4.2,0,Jul-03,1,0,0,2,0,2282,19%,2,f
10.91%,149754,149751,"$4,000","$4,000",$980, 36 months,C,C3,,< 1 year,RENT,14400,not verified,Nov-07,"I recently rented a car and the vehicle was damaged by debris from a semi on the highway. My insurance won't cover the cost of the damages, so I'm having to pay it out of pocket.",other,Car Repair,323xx,FL,8.92,0,Sep-04,1,0,0,8,0,3614,61.30%,13,f
10.59%,150940,150893,"$7,000","$7,000","$1,000", 36 months,C,C2,,3 years,MORTGAGE,63500,not verified,Nov-07,"I want to pay off 3 of my credit cards with high interest and do it in a reasonable amount of time, 3 years or sooner.  It would take me 10 years or more of minimum payments to accomplish this without consolidating them and paying them off in a shorter period of time.  I want to be debt free by the time my son, who is 11 goes to college, so I can help him out if he needs me to with tuition and books.  This gives me about 6 years to become completely debt free and this is my first real stabb at getting there.  My credit is good, I pay things on time since a bankruptcy I had in 1988, due to a business partnership breaking up.  This will be completely off my record in September of 2008, and I am very committed to keeping my good credit and increasing my credit score as much as possible.",debt_consolidation,Taking the First Step by Consolidating,853xx,AZ,8.5,0,Feb-89,1,0,113,9,1,14930,79%,21,f
9.96%,151587,151580,"$19,950","$19,950",$675, 36 months,B,B5,Massachusetts Institute of Technology,10+ years,MORTGAGE,116000,not verified,Nov-07,"I bought my very first home (a condo) 21 months ago, using all of my savings for the down payment. That left me with no money for furniture, and I owned barely more than a futon. I used my credit card (BoA, 15.5%) to buy  furniture, and would like to pay off this debt quicker with a loan at a lower rate.",credit_card,Pay Credit Card Balance,018xx,MA,13.07,0,Jan-79,0,0,0,7,0,33989,82.90%,16,f
14.70%,151607,151590,"$1,500","$1,500",$875, 36 months,E,E5,Manpower,1 year,RENT,25000,not verified,Nov-07,"I am actively looking for a loan to cover my immediate bills which need to be paid as soon as possbile. Mostly it is for rent and utilities to get me back on my feet and caught up. My grandfather recently became ill with cancer and I had to go spend a lot of my time by his bedside and being there for the family. I am a hard worker but had to take a leave of absence from work, which was unpaid.  I have asked family and friends for help but they are not in a position to help me in any way. This is the lowest point I have been in as far as bills are concerned. All my savings have been used to care for some bills and helping with my grandfather's medical expenses.  If you are able to help me at a time when I need it the most, please find it in your heart to open up a way for me to keep things together. Please keep in mind this loan is for immediate bills and I need the loan as soon as possible to keep a roof over my head and in a position to move forward. Please help as much as possible and thank your for your time and consideration.",other,PLEASE HELP WHEN IT'S NEEDED THE MOST!!!,215xx,MD,3.84,1,Aug-03,1,5,0,4,0,1238,61.90%,6,f
9.01%,151621,151597,"$18,000","$18,000",$350, 36 months,B,B2,Fulton County,10+ years,MORTGAGE,41000,not verified,Nov-07,Consolidating school loans that have high interest rate,educational,School Loan Payoff,300xx,GA,15.37,0,Apr-87,2,30,0,14,0,4746,18.50%,33,f
7.75%,152291,152282,"$4,800","$4,800","$1,101", 36 months,A,A3,,< 1 year,RENT,21000,not verified,Nov-07,in need to help my son in his wedding my first son getting married and i really want to help him.,wedding, help my son in wedding,770xx,TX,6.34,0,Jul-99,0,0,0,7,0,3470,25.50%,8,f
9.96%,152663,152635,"$3,000","$3,000","$2,225", 36 months,B,B5,BAE Systems,2 years,RENT,62000,not verified,Nov-07,"I am in need of of loan so that I can pay a down payment to the venue that we are booking for our wedding.  I will need the loan in 2-3 weeks.  I will be able to pay off the loan within a 6 month period.  Within the last year I just graduated college, so I do not have the funds built up quite yet.  I do have a stable job as a systems engineer, so I kindly ask for anyone's assistance.  Thank you.",wedding,Money for down payment on wedding venue,201xx,VA,11.98,0,Dec-02,0,0,0,9,0,12640,83.20%,12,f
7.12%,153022,153018,"$3,000","$3,000","$1,825", 36 months,A,A1,"Park Place Everett, LLC",5 years,MORTGAGE,93000,not verified,Nov-07,Hi     I have a 4 plex and I have been repairing the roof on it annually for the last 5 years.  It keeps on loosing shingles in our occasional storms.  It is time to replace it.  The cost will be about $8000 and I have $5000.  I would prefer not to put this charge on a credit card.  Please help.,home_improvement,Help me pay for a new roof on my house,981xx,WA,0,0,Apr-85,0,0,0,7,0,368,1.20%,15,f
10.91%,153054,152600,"$5,875","$5,875","$1,075", 36 months,C,C3,"Criticalship, Inc",7 years,MORTGAGE,66000,not verified,Nov-07,To refinance credit card debt at a better interest rate,credit_card,REFI,231xx,VA,19.82,1,Feb-96,1,9,0,5,0,30597,89.50%,25,f
11.54%,153235,147832,"$18,000","$18,000",$565, 36 months,,,Lighthouse Court,2 years,RENT,27000,not verified,Nov-07,"My partner is disabled and needs surgery, but the insurance won't cover it. It will cost approx. $10,000+ (including, surgery, hospital fees, etc.) We will also need to travel for it, so about $2000 between transportation and accommodation costs. We also want to finish paying off our credit card debt. (most of it was accrued when my partner was unable to work and we were in process with disability application). We've paid off the personal debts (family loans) and now it's just what's left over on the credit card. We struggled for almost 2 years waiting for the disability to come through, myself having the only income, but, somehow, we did it. We're finally back on our feet now and we just want to get everything done with. Our goal is for my partner to get the surgery that they need done now (and not 10 years from now) and to be debt-free. The surgery needs to be done as soon as possible. Getting this done could make such a world of difference in both of our lives.  I am hard-working, determined, and dependable. I have a steady job that I've had for the past 2 and a half years, and I expect to have this job until we decide to move someplace else (5 years or so down the road). Thank you all for your assistance and I look forward to working with you in the future.",medical,Need surgery/ finish paying off debt,330xx,FL,10.8,0,Jan-94,0,0,0,5,0,8537,75.50%,5,f
10.91%,153434,153428,"$12,000","$12,000",$725, 36 months,C,C3,Boston Capital,< 1 year,RENT,35000,not verified,Nov-07,Looking for a loan to pay back credit cards and increase savings in order to alleviate the stress of relocating in May,debt_consolidation,Personal Loan,021xx,MA,15.74,0,Sep-03,2,0,0,10,0,15649,54.50%,23,f
7.75%,154141,154129,"$5,000","$5,000","$1,250", 36 months,A,A3,Fraleigh Nursery,7 years,MORTGAGE,52000,not verified,Nov-07,This loan is to help with expenses while I am going back to school to get my MBA.,educational,Going back to school for MBA,323xx,FL,9.55,0,May-72,0,0,0,10,0,4067,7.30%,24,f
10.28%,154154,151536,"$4,800","$4,800","$1,100", 36 months,C,C1,E.E. Wine Inc,1 year,RENT,35000,not verified,Nov-07,"Need loan to pay off high intrest credit cards, so I can improve my credit score",debt_consolidation,Want to pay off high intrest cards,226xx,VA,7.51,0,Mar-00,0,52,114,11,1,5836,68.70%,12,f
10.28%,154286,154264,"$15,000","$15,000",$975, 36 months,C,C1,Pioneer Property Group,< 1 year,RENT,88000,not verified,Nov-07,"I am gainfully employed, and until very recently have made solid and steady strides towards money management.  I have two credit cards which I used over the last four years to finance a small business and to pay life and medical bills while I was between jobs.  My progress is at risk because the rates and fees are killling me.  Until I heard about Lending Club on the public radio station, I feared my options as a single woman without a trust fund, or wealthy boomer parents were limited.  My closest family member lives in Mexico, so this loan program is the most promising of my limited alternatives. I  will use this loan to refinance two cards,  so I can continue to make steady payments on my student loans, improve my credit score, and save for my first modest home.  I will honor my commitment to my lender by making timely payments and being a responsible citizen.  ",credit_card,Sensible Woman Seeks Alternative,981xx,WA,11.95,0,Dec-93,0,0,0,3,0,24615,94.70%,6,f
10.28%,154305,154295,"$3,600","$3,600","$1,192", 36 months,C,C1,South Shore Millwork,1 year,RENT,30000,not verified,Nov-07,"I need to pay a collection agency (attorney)  a lump sum of $3,056.21 for a debt from a long time ago. I have a good job, and pay all of my bills on time, but I don't have the lump sum handy to pay off this debt.  I would be able to pay this loan off in 2 years (maybe less).  Any help would be appreciated! ",other,Pay off old debt,027xx,MA,7.88,0,Oct-93,0,64,5,5,1,7600,71.70%,10,f
11.22%,154776,154761,"$6,800","$6,800",$875, 36 months,C,C4,Red Lobster,10+ years,RENT,51000,not verified,Nov-07,i just want to pay off some of my credit cards,debt_consolidation,pay off credit cards,088xx,NJ,18.68,0,Sep-02,2,0,0,8,0,9495,87.90%,8,f
7.75%,155780,155777,"$4,800","$4,800",$800, 36 months,A,A3,O'Charleys,2 years,RENT,20000,not verified,Nov-07,I am looking for a loan to pay off a credit card with ridiculously high interest-rate. ,credit_card,payback high interest credit card,394xx,LA,10.26,0,Jul-90,0,0,0,9,0,4921,30.40%,9,f
11.54%,156021,155549,"$6,400","$6,400","$1,050", 36 months,C,C5,Ilios Partners,5 years,RENT,95000,not verified,Nov-07,Taking CFA,educational,Education,100xx,NY,1.83,0,Jul-98,1,0,0,7,0,11200,23.20%,11,f
7.43%,156417,156396,"$6,000","$6,000","$1,050", 36 months,A,A2,"Pepco Holdings, Inc.",10+ years,MORTGAGE,68686,not verified,Nov-07,Excellent credit and trying to keep it that way. Looking to get a loan to pay of expenses incurred during my divorce 04/07. Also would use for tuition expenses for two daughters age 11 and 6. Plain and simple that is my story.,debt_consolidation,Transition loan due to divorce,197xx,DE,6.11,0,Jul-87,3,0,0,12,0,2444,5.60%,31,f
